sample_HFS166	sample_HFS167	sample_HFS168	sample_HFS169	sample_HFS170	sample_HFS207	sample_HFS208	sample_HFS209	sample_HFS210	sample_HFS223	sample_HFS224	sample_HFS225	sample_HFS226	sample_HFS227	sample_HFS268	sample_HFS269	sample_HFS270	sample_HFS271	sample_HFS272	sample_HFS318	sample_HFS319	sample_HFS320	sample_HFS321	sample_HFS322
CCDC70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC71	20.6859	16.9675	17.2184	14.6611	16.048	19.7894	19.2115	13.5756	18.1564	17.1561	14.3516	17.4525	18.0344	14.0459	16.2009	14.7075	11.5942	18.0199	14.239	13.9663	19.0631	15.9219	17.6996	13.2567
CCDC71L	1.92311	0.884955	0.983924	1.62596	1.67145	1.39047	0.916372	1.25592	0.538826	1.67711	2.03972	1.02679	1.64	1.73054	2.3195	2.34248	1.036	2.0731	2.34502	1.32842	1.27843	1.60071	1.45073	2.33964
CCDC73	1.43799	1.27901	0.958357	0.904614	0.987461	0.436212	0.738718	1.00628	0.97807	0.95698	1.29215	0.861819	0.892759	1.07948	1.04966	0.520644	0.549275	0.921771	0.947883	0.755959	0.697801	0.906905	0.553328	0.512024
CCDC74B	0.145498	0.0424123141	0.1351370468	0	0	0	0	0.091686073	0.0525823	0	0.0571311357	0.119116	0	0	0.090024399	0.0446534	0.0880669	0.0433509929	0.0859011	0.1104514906	0	0	0.0504505307	0.0450274
CCDC77	3.05677	3.60292	2.91701	2.95917	2.69915	7.1028	4.67222	6.03527	8.25881	2.69458	2.60864	5.02701	3.02782	2.60298	2.96302	2.37046	3.19513	1.74899	2.43165	2.03348	4.46039	2.2054	2.78567	2.52596
CCDC78	0	0.18744	0.297079	0.222638	0	0.201667	0.198268	0	0	0.114932	0.12625	0	0.273404	0.258356	0.0991949	0.295203	0.19196	0.573071	0.19079	0.0817905	0	0	0.111418	0
CCDC8	0.709386	0.685142	0.582622	0.450757	0.697924	0.367306	0.36271	1.03732	0.512463	0.417895	0.415308	0.967535	0.35063	0.188501	0.836577	1.58764	0.46657	0.595537	0.628299	0.594249	0.616802	0.686813	0.163014	0.377008
CCDC80	3.87489	2.43327	1.21876	1.05374	0.973157	1.17947	0.535901	1.1424	1.5458	2.14375	1.09601	3.04339	0.515632	0.697868	1.75803	2.87405	0.931892	0.72012	1.50158	2.68593	3.38707	2.10836	1.07275	1.55013
CCDC81	0.0419999	0.0365083	0.232788	0	0.165254	0	0.115959	0	0	0.178178	0.0983558	0	0.106753	0	0.271309	0	0.0382152	0	0	0	0.073039	0.040657	0.0434305	0
CCDC82	0.896559079	1.385995	1.7842344484	1.912179335	1.568120979	2.0442314829	2.221357	1.081727533	1.1098175697	2.300843	3.12627	3.295656393	1.310502	1.484028	2.687479	2.363976	2.128985144	2.120208946	2.5529	1.816138	1.714724457	1.470807863	1.5089465223	2.458847
CCDC83	0.102026	0	0	0	0	0	0	0	0.221935	0	0	0	0	0	0.0939061	0	0.0910111	0.180843	0	0	0	0	0	0
CCDC85A	1.020635	0.2991693	0.592829	0.4221394	0.2963795	0.338245	0.267834	0.3426631372155	0.2549025	1.0103744	0.2111929	0.341877	0.493012	0.3718786	0.3336701	0.267799	0.2322684	0.2820565	0.148374313094	0.866013	0.952263941952	0.552248	0.346548854375	0.3915856
CCDC85B	7.51137	10.1971	13.5305	17.6481	12.3648	7.03492	9.69215	17.1365	9.76349	7.74216	7.56294	13.9702	15.028	10.272	15.1417	19.2261	21.1883	13.995	18.8859	9.72015	10.5529	15.4774	11.8475	22.4519
CCDC85C	3.76844	3.08882	3.79667	2.887723	3.53385	2.873045	2.650962	3.716937	3.41537	3.04602	3.26722	5.842867	4.061936	2.1945	5.06173	4.654445	4.295553	4.245847	3.113661	3.54942	5.540043	5.57966	6.443078	2.655154
CCDC86	15.899	14.7028	13.1084	14.689	17.6176	8.30968	11.4132	11.9142	14.4325	9.93736	11.8172	14.5446	16.472	13.3555	13.5189	15.1131	18.0732	17.3259	14.2783	10.6858	10.9339	12.0508	19.237	12.7166
CCDC87	0	0	0.0729752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0408363	0
CCDC88A	0.3829341216	0.2929344116	0.32501000143903	0.3921787	0.2797320519	0.44645051367378	0.4043649	0.3366314	0.4147810799	0.387396	0.4635539	0.4246985	0.246655	0.1912266	0.5122508	0.371235	0.1699442381	0.3182909649911	0.3324870132	0.391383740173433	0.426741	0.568035	0.354022	0.482267
CCDC88B	0.511685	0.684058	0.627159	0.8583	0.902297	0.541214	0.164992	1.21336	0.429324	0.771856	0.397802	0.393958	0.696136	0.569113	0.974238	0.764396	0.698479	0.411869	0.502206	0.394982	1.40155	0.425258	1.24937	0.471926
CCDC88C	0.589949	0.687584	0.819454	0.726851	0.66079	0.561559	0.456712	0.530082	0.565756	0.893845	0.706406	0.789068	0.63107	1.05729	0.668985	1.00777	0.517319	0.536983	0.487047	0.736154	0.640992	0.572091	0.72111	0.578005
CCDC89	0.207793	0.496726	0.767154	0.485515	0.306378	0.0484479	0.0956062	0	0.337998	0	0.304142	0.957053	0.32999	0.37285	0.670854	1.28346	2.30843	0.692233	0.782048	0.431316	0.451749	1.96	0.42971	3.57557
CCDC9	15.956813	11.711055	12.674489	11.313403	12.799212	10.38458	12.571702	10.899754	12.709963	10.989919	10.5104	15.61245	12.6852	13.0886	14.870306	10.523003	15.8407	13.612092	10.6295	9.70267	11.2237	10.416643	13.5645	11.031159
CCDC90B	7.404509	10.3989	8.93979	7.496984	8.450807	4.58836	8.68611	6.455367	7.86663	10.419752	13.937242	12.294071	12.273496	10.181555	12.012	10.5166	7.352736	11.7237	11.3041	8.423201	7.713319	10.813771	9.666277	10.786262
CCDC91	30.89648	22.86405	20.876994	23.062835	23.33233	20.78993	27.95019	24.755616	30.87022	29.19405	29.119122	26.1401	26.94385	30.63422	31.31202	16.51815	19.19707	22.07952	20.94539	24.807968	24.81841	29.8011	14.65861	28.37466
CCDC92	3.60831	4.97394	7.97779	6.911963	6.65337	3.0296	4.10109	9.17408	6.9602	5.30274	6.09134	3.974366	9.02946	6.89245	13.97845	9.4163654782	12.25531	13.36079	9.84158	8.28538	9.673406	8.337046	12.242097	10.4415
CCDC92B	0.219798	0.0212278	0.0677819	0.0508637	0.144319	0.0682302	0.0224805	0.0229755	0.0528807	0.103462	0.0857825	0.0599158	0.0310554	0.0875673	0.0676635	0.0894988	0.0670568	0.21724	0.086538	0.165482	0.212308	0.165667	0.0757713	0.163672
CCDC93	5.50532	3.87127	4.0121332	3.167069	3.277642	3.780027	3.953481	3.809408	3.421948	5.047749	4.158037	3.697882	4.262614	3.729432	4.464592	3.66938	3.905518	5.0614808	4.254607	5.023988	5.0835	4.86411	4.4206	3.877447
CCDC96	2.32928	5.161107	4.539042	7.745941	4.356674	2.108877	2.647947	3.17604	4.29902	4.11854	3.155232	4.374184	4.73756	4.110249	4.6107	3.24647	5.07579	3.945217	4.278837	2.997449	2.422574	3.485833	4.06149	2.620562
CCDC97	3.9755	3.27368	4.72582	6.15297	5.64824	3.46796	5.41419	3.93061	5.96614	6.11324	4.7983	4.70792	5.69978	5.05845	4.39598	4.60885	3.95351	5.31215	4.77598	3.0607	3.79996	4.86814	5.50223	4.6948
CCDC9B	0.189887	0.412628	0.592933	0.667415	0.397434	0.287347	0.546226	0.156315	0.565322	0.930085	0.444652	0.727883	0.120734	0.879421	1.07415	1.78323	1.52105	0.781232	1.21956	0.929196	0.536489	0.644077	0.711881	0.909028
CCER1	0	0	0	0	0.20694	0.0942106	0	0	0.109578	0.107362	0	0	0	0	0	0	0.0899158	0.0893014	0	0	0.263011	0	0	0.0960641
CCER2	0.37985	0.337851	0.497817	0.490173	0.863558	0.716599	0.458199	0.361603	0.333255	0.562617	0.266286	0.28222	0.375545	0.499534	0.657195	0.422651	0.317869	0.62926	0.666458	0.482393	0.728378	0.39515	0.479923	0.331307
CCHCR1	0.795698	0.880279	1.20338	1.09095	1.06776	0.842575	0.946782	0.952141	0.587766	1.5612061811	2.24447	1.50927	0.827532	0.994608	1.90296	1.68907	1.269124	2.656643	1.28141	0.817795	1.19496	1.313276	1.34646	1.90329
CCIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCK	1.3596	2.53792	3.19907	1.79614	1.51785	1.28069	1.490922	0.545017	1.91277	1.66363	2.73089	2.879	1.72112	1.39921	0.893218	2.47752	0.508083	2.23308	3.09132	2.52669	4.637156	3.870715	2.20988	3.192649
CCKAR	0	0	0	0.0382431	0	0	0	0	0	0.0389819	0	0	0.0467386	0	0	0	0.0335153	0	0	0	0.191822	0.0712122	0	0
CCKBR	0.803669	0.130988	0.463675	0.365192	0.148139	0.234203	0.184889	0.235954	0.326782	0.213229	0.411707	0.246751	0.191454	0.240329	0.324353	0.459663	0.136734	0.40163	0.444817	0.492792	0.480473	0.777578	0.36356	0.576265
CCL16	458.697	323.566	299.046	466.764	426.673	364.711	553.56	804.421	524.018	560.014	771.567	355.98	767.967	270.857	669.042	655.681	683.569	545.513	720.142	393.163	787.539	872.096	577.686	580.307
CCL19	1.51316	12.0872	7.84582	8.28576	13.7505	8.79676	2.56942	4.71757	4.70612	6.46382	5.88578	5.61219	5.10681	3.64114	2.31942	12.8872	6.80363	4.23793	1.33848	3.4948	2.86235	2.17635	2.86039	5.96319
CCL20	1.38819	2.84041	0	0.478813	1.80863	0.875621	0.853184	0.868619	2.55191	3.92302	2.66986	5.11608	0	1.65407	0	0	0.407227	0.815362	0	0.362136	2.02549	0.444262	0.953388	0
CCL21	24.8084	19.4494	62.2851	32.2228	62.8378	25.501	8.48415	13.4202	31.1598	11.7636	28.8439	36.1232	22.6567	46.9978	12.0549	53.7703	27.5759	12.3765	9.55062	18.1567	14.0613	2.72543	9.34352	51.6873
CCL22	1.11859	1.47964	1.02243	4.64066	1.64472	0	0	2.10862	3.71733	1.78241	0.642881	12.3284	7.06704	7.31148	7.73121	0	0.993309	0.494235	0	0.437512	0	0.535605	13.8737	2.12628
CCL24	13.7654	7.40818	0	3.72565	3.53681	3.36689	16.586	3.96989	1.32366	4.45867	16.4244	2.20485	4.55238	0.712737	13.194	14.3445	6.38246	4.77555	11.112	4.21901	5.2297	0	7.41532	5.70558
CCL25	0.456106	1.19434	0.208809	0.234107	0.222775	0.214922	0.211028	0.427555	11.0048	6.34806	4.00315	28.2392	1.44472	3.29198	0.840106	0	0	0.202044	0.201729	0	0.39882	0	0	0.648169
CCL26	2.81614	2.49347	0	0	0	0	1.93229	2.00132	3.89813	0	0	0.868321	1.78465	0	0	6.50623	0	2.49951	0	0.549564	1.831	0	0	0
CCL27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62799	0	0	0	0	0	0
CCL4	5.1062	1.39692	2.04685	1.97202	3.57793	0.603057	1.4808	4.78263	0.366464	1.02114	0.74692	0.788437	0.811881	3.07367	0.307385	1.17073	1.39441	0.590719	1.13244	0.742138	3.91328	1.22073	5.33591	1.21312
CCL5	10.4849	4.42249	1.01818	1.79715	2.3273	3.1304	2.77622	11.8817	2.60063	10.5341	8.55917	10.3819	5.03158	4.57312	3.35677	3.90664	3.62157	1.82508	3.6523	3.02981	6.50763	6.56735	11.3285	2.71829
CCM2	14.373312	13.305446	16.843003	14.433055	16.849133	14.685774	17.70854	15.764902	15.766266	18.008267	11.765433	14.566076	13.947043	14.188499	23.12063	43.347512	21.0496	25.227458	27.849769	18.022253	17.732577	16.653407	24.424067	27.189759
CCM2L	0.327922	0.583734	0.921151	0.423743	0.46005	0.259267	0.469072	0.308233	0.323632	0.261061	0.488192	0.51693	0.297669	0.249485	0.17244	1.00488	0.560777	0.566319	0.779506	0.531368	0.381241	0.196292	0.766432	0.760646
CCN1	0.286149	0.155456	0.132237	0.186025	0.140799	0.23331	0.0329207	0.403562	0.348756	0.644587	0.167523	0.658488	0.409202	0.128297	0.264137	0.360291	0.130453	0.159	0.190089	0.188704	0.528683	0.415658	0.295909	0.239567
CCN2	8.61879	18.0161	4.85325	6.35742	5.93497	13.083	4.98588	8.21702	14.4107	11.0989	7.35256	17.9868	9.75406	16.7849	9.05235	3.75738	4.55736	4.77875	3.48958	15.814	16.4869	13.5883	12.9018	7.302
CCN3	1.49929	0.153325	0.203638	0.458291	0.346958	0.205543	0.0811638	0.290097	0.525764	0.514538	0	0.487269	0.280188	0.369157	0.0813796	2.42191	0.0400951	0.0783772	1.56216	0.199561	0.30675	0.128044	0.227991	0.295212
CCN4	0.0585254	0.0169567	0	0.0203252	0	0	0.0179586	0.0183577	0.168917	0.103267	0.0228408	0.167476	0.0248113	0	0.0901028	0.0178769	0.0357692	0.121501	0.0518485	0.0293618	0.237417	0.0567325	0.0605287	0.112095
CCN5	0	0	0	0	0.166097	0	0	0.23826	0.0920118	0.0901216	0.0991722	0	1.07472	0.202812	0.234012	1.39285	0.227918	0	1.04947	0.0641149	0.368361	0.0817627	0.0875427	0
CCN6	0.154604	0.492773	0.332971	0.267596	0.30395	0.0480614	0	0	0	0.164096	0.181033	0.0632947	0	0.431525	0.0950755	0	0.0934846	0.0457826	0	0.233382	0.134446	0	0.0532866	0
CCNA1	0.0818321	0	0.0753378	0	0.0802668	0.0764389	0	0	0.0888968	0	0.0958302	0	0	0	0	0	0	0.145187	0	0	0	0.0790219	0	0
CCNA2	0.990595	1.45313	0.913526	1.19686	1.21628	1.09765	0.740552	1.04637	1.34356	0.789207	2.02995	1.29329	1.17946	1.62985	0.570844	0.849428	0.33577	1.64924	1.09639	1.45001	0.861539	0.359156	1.15221	0.946462
CCNB1	0.723688	1.60776	1.40671	2.08159	1.89311	1.72741	0.961603	1.05598	1.5722	1.36868	2.16578	1.38445	0.816489	1.73293	0.888958	0.881853	0.361194	0.998714	0.640635	1.52135	0.909341	0.310621	1.41314	0.997749
CCNB1IP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.461044	0	0	0	0	0	0.165211
CCNB2	0.784617	2.52373	2.31218	1.9503	2.46334	1.319	1.22704	1.76658	2.21568	2.58717	1.92953	1.83321	1.09554	1.69084	0.506038	1.50598	0.35267	1.60114	0.972424	1.06864	1.29681	0.909396	1.37892	1.42307
CCNB3	5.2017	2.64285	6.97402	5.10532	5.37099	5.70069	1.88803	2.51413	3.61159	4.03879	8.83565	2.92242	6.09971	3.02212	6.2215	4.76308	4.97518	4.81977	6.94336	9.16668	4.26786	3.12155	2.34862	2.55851
CCNC	20.31566	17.97422	19.10718	16.0067	16.065228	19.77961	24.95276	14.7537	21.31224	19.96453	26.86699	20.2684	26.92857	18.50841	17.19667	14.14976	9.70726	16.686299	15.4863	19.0413	21.03893	20.67397	11.886014	15.96677
CCND1	3.51519	1.62653	24.90452	12.81408	6.742435	2.237512	3.710515	4.80071	7.174725	8.756132	18.57495	11.29862	9.07528	11.86139	25.17505	23.9997	18.51271	19.42931	14.97321	9.26305	17.96405	16.54311	16.31755	16.27254
CCND2	0.523322	0.615407	0.61278	0.368987	0.212368	0.286541	0.170036	0.246279	0.29979	0.423538	0.594686	0.528445	0.35241	0.294257	0.412393	0.902857	0.339124	0.219157	0.47728	0.370514	0.65558	0.298482	0.461656	0.899354
CCND3	41.27976	22.4887	34.41681	51.8759	59.26049	33.4314	39.39123	53.0434	29.06751	76.46879	62.84367	52.54767	53.62309	45.67761	66.89893	45.54152	65.53119	42.397	38.6145	36.92596	36.3925	27.23566	75.8762	49.45082
CCNDBP1	47.68	42.5431	50.5412	42.4228	45.1227	56.9625	55.5115	45.9213	47.2704	37.7872	48.8119	48.1525	35.7171	40.7681	44.8939	38.6468	38.7924	35.4139	39.7862	40.1506	38.1253	38.1965	39.1127	28.3475
CCNE1	8.039211	5.30952	5.9476100035084	5.7134	6.10854	3.59589	3.49892	4.827503863	8.48154	3.4089300304505	3.205966	4.26617	4.08921	4.62233	4.46941	3.21373	2.93607	4.76696	4.86377	7.5399	7.90951132462	5.06677	6.31683	4.170669
CCNE2	4.34218	2.48607	3.432883	1.934552	2.044120174966	3.78996	2.30824	2.17041	3.308527	3.197602	1.764599	1.69746	2.93489	2.213466	2.90075	1.31069	2.08728	2.01134	2.476108	2.79992	2.4904	1.69878	2.59298	1.868711
CCNF	2.28656	2.90484	2.38561	2.71556	2.79961	1.1742	1.4031	1.21314	1.4921	1.49086	1.57888	2.80549	3.01896	2.17263	1.56991	1.63795	1.47326	2.08562	1.86964	1.85477	1.52915	1.56198	2.0615	2.13246
CCNG1	39.8674	34.532	32.3247	29.5092	38.32	69.3287	43.9391	43.8013	65.828	31.0869	40.1629	47.0433	40.1666	42.5481	72.5633	27.5932	45.4689	40.749	25.9474	53.0025	82.217	42.1416	62.1041	34.5127
CCNG2	15.6279	15.8943	15.2646	14.3682	14.3948	12.8901	8.82816	9.18432	17.1842	8.93434	14.3966	12.6632	13.9071	21.0604	12.5083	10.306	7.16401	9.32523	10.6895	16.5785	19.8942	10.1126	12.8534	9.56159
CCNH	23.081799	23.83157	24.858454	22.340946	28.724023	41.805474	41.63791	24.970753	44.021715	31.2976	38.794945	34.406851	33.297563	36.571337	39.224331	22.621769	26.97365	33.70636	31.933927	38.080587	32.610391	39.684026	32.607454	24.94094
CCNI	27.2472	32.0397	30.374	32.6608	36.3506	24.4339	23.9384	18.8233	22.1949	30.7137	36.671	42.0061	35.3504	30.2377	33.7008	22.8471	19.0762	30.4368	22.8302	32.7921	34.2634	31.0465	20.7636	39.2647
CCNJ	2.22206	2.20094	1.689909454464	2.1151658187	2.962011	1.99729	1.967346	1.36112	2.7425566	2.87385000074053	3.1764686641	3.22645200084443	2.95689	3.209041	3.095862	2.769434476	1.25275689428	3.21747	2.800764	2.317666	3.3243800109208	3.43799	2.1286282	2.6219500089574
CCNJL	0.0738481	0.0320957	0.066411	0	0.0363339	0	0	0	0.0400052	0	0	0	0	0	0	0	0.0370912	0.0328254	0	0	0.032104	0.0357546	0	0
CCNK	12.21449	11.81033	11.74599	12.80487	12.27404	13.11794	12.70961	8.3056	17.83062	11.97205	9.50872	12.93257	13.49068	12.19658	11.9638	12.49946	12.05552	14.29222	14.69221	10.33002	15.0563	14.00339	10.98622	14.78967
CCNL1	12.7417	10.8729	21.2972	20.1987	17.6872	17.8855	16.4569	21.9008	20.8607	14.5245	10.1977	12.3511	11.8784	13.287	20.8588	22.1359	25.4408	17.7004	14.5431	18.8493	20.0785	12.8871	20.6073	13.2376
CCNL2	31.06531	27.834287	53.52164	47.440939	39.961601	41.34686	30.39185	39.14455	29.79486	39.15572	24.16679	30.226863	35.066558	27.62901	39.578866	39.268915	50.31314	41.200846	38.785818	43.826477	33.38407	33.21798	47.35206	35.66646
CCNO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCNP	0.119611	0	0.109767	0	0.468034	0.559759	0.439924	0	0.911604	0	0	0.147363	0	0.286769	0.220014	0.327379	0.106088	0	0.423327	0.181704	0	0	0.247232	0
CCNQ	15.2412	11.990305	11.755611	13.75464	17.030678	16.26523	16.66628	18.60878	22.39079	22.40484	21.15106	19.900643	19.85946	17.91442	24.7438	24.1015	17.610445	27.16122	28.01239	13.46252	20.97213	23.39909	21.21709	15.57664
CCNT1	4.28813	2.40797	2.5599	3.1176	1.6429	3.74868	4.47049	3.67455	5.34522	4.66716	2.35495	3.40024	3.03872	3.49384	2.83707	0.868653	0.968104	1.3831	1.57971	3.77601	3.95937	2.49858	2.70768	0.98023
CCNT2	8.757932	6.895492315588	10.321244999	7.33615511758	5.8696880129383	12.800847	7.4659724	7.7456376	11.0145857326	8.21342	6.19578300621071	7.7938484	5.828174	7.48755900044095	7.96689	3.6701404	3.056002	5.583175	4.0691814	11.685365	6.737717	5.33238	3.87612000149841	3.30083578656
CCNY	18.0972	14.493	18.5222	21.2022	18.4271	14.3271	15.9933	22.3412	17.1939	27.5858	21.2946	21.9759	22.9854	16.4172	23.6009	18.6723	18.6221	23.0336	22.9372	20.0175	22.8028	25.5319	25.5626	26.9549
CCNYL1	20.539092	15.3083	15.6979	13.4792	14.7675	29.390052	37.80422	23.9593	43.2049	29.263303	26.9244	23.5346	32.8338	24.469554	17.6167	10.3014	10.8657	20.0567	15.2183	23.09734	22.251599	22.7312	12.5852	14.2975
CCP110	0.755181	0.898148	1.265641	0.929619	1.225181	0.7380782805	0.86469653	0.7145620659	0.930701	1.011038	0.896836	1.044357294	1.28447	1.450230149508	0.8310477737	0.906063000827811	0.818692	1.08095	1.027673	1.218307	1.382245	0.729716	1.27231	0.733076
CCPG1	29.593	22.9297	19.68212644	21.175813591	23.1963000826768	22.8313	27.1759	19.5803449	24.440815802	24.623400000453	25.1249	27.237	26.7679	26.15097	24.9720769	18.456	17.5642043879	23.3657	20.875	19.776200000809	23.54600951563	21.463907923	22.06106	22.2640356983
CCR10	0.0573783	0	0.107924	0	0	0	0.0527967	0	0	0.0609457	0	0.234413	0	0	0	0.052492	0.0535204	0.101919	0.101616	0	0	0	0	0
CCR4	0	0.106483	0	0	0.239573	0.229301	0	0.573182	0.133371	0.522929	0.143446	0	0	0.146832	0	0.111726	0.108527	0.216879	0	0.465265	0.106596	0.117976	0.886018	0.349902
CCR6	0	0	0.41385	0.348891	0.55139	0.843371	0.103612	0.6331	0.613136	0.240353	0	1.24897	0	0.675205	0.310978	0.308489	0	0.199617	0	0.940815	0.0980548	0.1086	0.815176	0.429432
CCR7	1.41079	0.754785	0.398735	0.560285	0.849955	0.913619	0.399191	1.11814	0.944624	0.347126	0.889678	0.935434	0.27523	0.39014	0	0.198115	0.289801	0.288446	0	0.329377	1.13323	0.209248	1.00948	0.517121
CCR8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120189	0	0	0	0	0	0
CCR9	0	0	0	0	0	0	0	0	0	0.129251	0.141836	0	0	0.145179	0	0.110479	0.107358	0	0.321446	0	0	0	0	0
CCRL2	1.31256	1.14111	2.69128	1.14767	1.0879	0.283222	0.371429	2.08139	1.5373	1.50622	1.0642	0.62143	0.640327	0.967706	0.650542	1.0141	2.07222	0.357945	1.42969	2.06704	1.75706	2.62938	0.417443	1.34768
CCS	93.1144	69.8825	113.257	92.2576	107.121	86.6365	115.93	93.2897	93.0432	128.873	98.9442	107.506	102.373	83.6285	107.487	110.084	136.556	93.8692	91.6869	76.1081	88.1895	91.9229	120.661	108.981
CCSAP	1.148912	0.2309580276266	0.454059	0.616296	0.580126	0.518599	0.3668340687574	0.4372420705329	0.467697000404703	0.728725	0.690079	0.692886226489	0.3799980917382	0.4367780646631	0.574336	0.41982	0.298847	0.41344200635551	0.4412840260935	0.715445	0.939421	0.665996	0.778793	0.658015
CCSER1	0.1972816	0.34301	0.628155	0.488604	0.109409	0.43614	0.465493	0.464367	0.60039	0.182682	0.288771	0.453583	0.423583	0.530424	0.558371	0.587836	0.1586357	0.932982	0.1966423	0.7048560129602	0.203668	0.526233	0.331634	0.189038
CCSER2	3.716781	3.922774	2.550835342	2.575212	3.75179	3.393189	2.838827	4.0107990259	4.71702	5.35496300073767	3.466775	3.1935270142353	5.87052000734725	3.061947	4.544894	2.0126986	2.6281284	3.428379	3.130614	3.94233700065348	4.750987	3.997385	2.680893	3.33556652176044
CCT2	91.0918	78.5777	59.8845	54.3914	70.0684	80.3693	83.7103	62.0564	86.5755	65.7872	92.9066	104.051	77.949	69.8744	58.1472	58.9068	41.2721	60.08	61.1391	66.7311	64.9043	57.3776	59.0001	42.5806
CCT3	97.7658	93.5682	86.6917	77.5654	79.452	100.412	107.921	79.9367	106.602	75.7944	108.367	108.045	98.7447	90.5598	72.6847	74.9076	71.4127	85.2192	69.9406	77.8114	81.1252	73.5908	91.2876	65.1832
CCT4	55.6349	57.5355	37.098	42.222	50.2258	82.0955	89.1134	43.6581	81.5331	53.2935	92.3312	94.7139	68.3577	69.652	42.2757	43.6007	35.7012	52.5842	50.6651	45.2515	45.8355	45.8073	50.6736	39.216
CCT5	175.07344	128.01572	139.33023	134.05503	162.34949	122.44708	138.379255	122.67569	144.34292	137.91809	143.4777	155.710449	145.60873	145.24804	161.43579	161.53694	178.53402	157.15358	138.464688	136.15592	143.16614	126.91411	178.19529	148.23868
CCT6A	46.6107	48.0999	38.9518	37.4465	39.9446	70.9578	73.1995	47.0384	63.0127	57.7499	65.058	75.9532	63.3612	60.7708	43.3037	39.6768	30.8669	56.5476	37.0708	44.5896	50.5284	42.9477	40.5896	29.1279
CCT6B	0.0794888	0.40177	0.461714	0.222567	0.155963	0.371204	0.286864	0	0.431696	0.3365881	0.730339	0.586514	0	0.380673	0.878811	1.695869	0.428598	0.493659	1.07737	0.948397	0.311319	0.415007	0	0.682872
CCT7	106.09	81.1678	85.6964	72.8253	94.2242	108.645	105.959	79.0053	103.085	93.411	121.195	121.301	97.2875	103.689	87.2436	79.438	80.1691	94.3722	87.4758	93.9571	80.0278	81.3556	107.986	82.0267
CCT8	106.963	92.0912	91.4853	83.7227	89.3315	117.117	116.162	75.1464	120.364	97.1593	125.463	118.467	106.77	106.138	87.8497	79.9824	72.5381	100.55	87.5617	102.921	91.1394	82.6833	86.4799	68.0036
CCT8L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCZ1	28.2852	26.8971	33.0523	33.4614	26.1447	29.9318	33.2324	30.4162	31.852	33.8672	37.6315	33.2944	29.9316	35.6783	41.6824	34.6704	37.5739	38.3728	38.6822	40.2976	40.0207	34.8485	35.2157	40.7813
CD109	0.169511	0.294687	0.0603738	0.163126	0.269903	0.21844	0.024008	0.11047	0.239822	0.206966	0.137394	0.191837	0.0995265	0.124629	0.180723	0.239039	0.0838581	0.104444	0.080867	0.196131	0.340012	0.177025	0.107888	0.0624571
CD14	14.3611	10.2905	9.61131	6.93508	8.36336	6.50585	6.24465	4.97855	9.45803	3.98359	7.64453	2.998	3.31345	3.54382	5.05021	4.93031	7.25608	3.93678	3.23575	14.2365	8.32923	8.3181	4.31867	6.14536
CD151	82.1282	89.9017	91.8309	90.9441	100.479	80.5235	72.8483	109.623	90.2802	82.0856	71.6312	75.6304	98.338	67.2817	99.1007	128.569	91.9188	95.3583	86.9245	85.5562	98.1927	99.1562	99.9088	102.204
CD163	9.79265	3.93044	3.54073	2.91674	2.51305	4.00504	2.42581	3.10514	5.46724	2.26293	2.82583	1.80384	1.09344	1.49218	1.28081	3.02402	2.23185	1.28298	1.79389	3.5099	3.3523	2.82217	2.49595	1.91195
CD164	124.929	120.709	94.8873	98.8411	100.005	123.017	114.985	116.56	155.836	125.696	117.358	159.849	114.893	116.785	144.379	95.444	61.3389	119.095	117.87	156.329	154.184	148.553	76.3093	106.817
CD164L2	0.282205	0.492944	0	0	0	0	0.450459	0.26447	0	0	0	0.347997	0	0.680167	0.779057	0	0	0.250684	0	0.217566	0	0.270329	0	0
CD180	0.523203	0.505345	0.375396	0.482655	0.628297	0.37964	0.320947	0.873512	0.756765	0.370409	0.340363	0.285683	0.443047	0.139109	0.321656	0.319088	0.473509	0.413029	0.102953	0.307331	0.556134	0.899505	0.240427	0.555551
CD19	0.115301	0.952178	1.06369	1.01717	0.679745	0.699172	0.477424	0.378997	1.50091	0.673416	0.810084	0.991563	0.439374	0.551804	0.10633	0.316444	0.365284	0.56321	0.306295	0.478916	0.300824	0.167261	0.238431	0.33057
CD1D	0.182751	0.476625	0.168111	0.283542	0.358267	0.512378	0.0840461	0.0856646	0.595922	0.486466	0.642056	0.449724	1.15937	0.10944	0.504851	0.0834691	0.16359	0	0.0808776	0.346115	0.158997	0.0881858	0.0944541	0
